symbol,subject,file,details,datetime
SUNPHARMA,Press Release,https://nsearchives.nseindia.com/corporate/SUNSEC_27032026210913_SEintimationPRforAAD.pdf,"Sun Pharmaceutical Industries Limited has informed the Exchange regarding a press release dated March 27, 2026, titled ""Sun Pharma Highlights Advances in Alopecia Areata, Psoriasis, and Acne Research at 2026 AAD Annual Meeting"".",2026-03-27 21:11:33+05:30
LICI,Updates,https://nsearchives.nseindia.com/corporate/LIC_BOARD_27032026213523_Notice_IT.pdf,'It is to inform that the Life Insurance Corporation of India has received the demand notice from Income Tax authorities.'.,2026-03-27 21:36:39+05:30
ONGC,Cessation,https://nsearchives.nseindia.com/corporate/ONGC_28032026133702_DisclosureunderRegulation30SD.pdf,"Oil & Natural Gas Corporation Limited has informed the Exchange regarding Cessation of  Manish Pareek as Non- Executive Independent Director of the company w.e.f. March 28, 2026.",2026-03-28 13:40:55+05:30
CGPOWER,Trading Window,https://nsearchives.nseindia.com/corporate/CGPOWER_28032026133214_SE_Disclosure_TradingWindow31032026.pdf,"CG Power and Industrial Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-28 13:44:27+05:30
ONGC,Cessation,https://nsearchives.nseindia.com/corporate/ONGC_28032026133634_DisclosureunderRegulation30SD.pdf,"Oil & Natural Gas Corporation Limited has informed the Exchange regarding Cessation of Mr Bhagchand Agarwal as Non- Executive Independent Director of the company w.e.f. March 28, 2026.",2026-03-28 13:40:55+05:30
ONGC,Cessation,https://nsearchives.nseindia.com/corporate/ONGC_28032026133646_DisclosureunderRegulation30SD.pdf,"Oil & Natural Gas Corporation Limited has informed the Exchange regarding Cessation of Ms Reena Jaitly as Non- Executive Independent Director of the company w.e.f. March 28, 2026.",2026-03-28 13:40:55+05:30
GRASIM,Shareholders meeting,https://nsearchives.nseindia.com/corporate/GRASIM_28032026140322_SEIntimation.pdf,Results of Postal Ballot along with the Scrutiniser s Report,2026-03-28 14:03:35+05:30
GRASIM,Updates,https://nsearchives.nseindia.com/corporate/GRASIM_28032026135845_SEIntimation.pdf,Results of Postal Ballot along with the Scrutiniser s Report,2026-03-28 14:00:20+05:30
NTPC,Updates,https://nsearchives.nseindia.com/corporate/NTPC_28032026221934_20260328_STEX_KHAVDA.pdf,"NTPC Limited has informed the Exchange regarding 'Declaration of COD of NTPC Renewable Energy Limited, a stepdown subsidiary of NTPC Limited through its subsidiary NTPC Green Energy Limited'.",2026-03-28 22:19:52+05:30
DMART,Updates,https://nsearchives.nseindia.com/corporate/DMART_29032026184729_ASLInitmationStoreOpening29032026.pdf,Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,2026-03-29 18:48:00+05:30
ICICIGI,General Updates,https://nsearchives.nseindia.com/corporate/ICICIGI_29032026214504_SE_Intimation_-_SEZ_-_Stay_Order.pdf,ICICI Lombard General Insurance Company Limited has informed the Exchange about General Updates,2026-03-29 21:45:29+05:30
ONGC,Updates,https://nsearchives.nseindia.com/corporate/ONGC_29032026220725_Disclosure29032026SD.pdf,Oil & Natural Gas Corporation Limited has informed the Exchange regarding 'Monetisation of DUDP Project'.,2026-03-29 22:07:48+05:30
JSWSTEEL,General Updates,https://nsearchives.nseindia.com/corporate/jessydenny_30032026083823_SEIntimationMarch302026JSWSL.pdf,"Update on 50:50 Joint venture between JSW Steel Limited and JFE SteelCorporation, Japan for the Steel Business of Bhushan Power and Steel Limited",2026-03-30 08:38:40+05:30
ADANIGREEN,Updates,https://nsearchives.nseindia.com/corporate/ADANIGREEN_30032026085230_Letters.pdf,Adani Green Energy Limited has informed the Exchange regarding 'Operationalization of Projects '.,2026-03-30 08:53:15+05:30
VEDL,News Verification,-,"The Exchange has sought clarification from Vedanta Limited with respect to recent news item captioned Vedanta offers to spend $5 billion in US, seeks global partnerships in energy sector..  The response from the Company is awaited.",2026-03-30 10:17:25+05:30
KOTAKBANK,News Verification,https://nsearchives.nseindia.com/corporate/Kotakmahindrabank_30032026105614_KotakSELetterReClarification.pdf,The Exchange has sought clarification from Kotak Mahindra Bank Limited with respect to recent news item captioned Kotak Mahindra Bank faces alleged Rs 160-crore FD fraud linked to Panchkula Municipal Corp.  The response from the Company is attached.,2026-03-30 10:56:32+05:30
ADANIENT,Trading Window,https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_30032026110916_IntimationTradingWindowClosure_31032026.pdf,"Adani Enterprises Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-30 11:09:21+05:30
VEDL,News Verification,https://nsearchives.nseindia.com/corporate/VEDL_30032026115020_VEDLReplytoNewsClarificationMarch2026signed.pdf,"The Exchange has sought clarification from Vedanta Limited with respect to recent news item captioned Vedanta offers to spend $5 billion in US, seeks global partnerships in energy sector..  The response from the Company is attached.",2026-03-30 11:51:12+05:30
LODHA,Allotment of Securities,https://nsearchives.nseindia.com/corporate/LODHA_30032026121948_Lodha_Allotment_of_NCDs_30032026_SD.pdf,Lodha Developers Limited has informed the Exchange regarding allotment of 50000 securities pursuant to Non Convertible Securities,2026-03-30 12:27:52+05:30
BEL,Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/BEL_30032026141536_Letter_PR_Signed.pdf,Bharat Electronics Limited has informed the Exchange about Bagging/Receiving of orders/contracts,2026-03-30 14:15:49+05:30
LICI,General Updates,https://nsearchives.nseindia.com/corporate/LIC_BOARD_30032026151610_Cessation_of_SMPS.pdf,"Life Insurance Corporation Of India has informed the Exchange about the officials holding the position of Senior Management Personnel will be superannuating with effect from March 31, 2026",2026-03-30 15:16:24+05:30
NTPC,Change in Management,https://nsearchives.nseindia.com/corporate/NTPC_30032026155340_20260330_STEX_CESSATIONOFSENIORMANAGEMENT.pdf,NTPC Limited has informed the Exchange about change in Management- Cessation,2026-03-30 15:53:51+05:30
BANKBARODA,News Verification,-,The Exchange has sought clarification from Bank Of Baroda with respect to recent news item captioned MP govt withdraws five-year ban on Bank of Baroda within 24 hours..  The response from the Company is awaited.,2026-03-30 15:59:17+05:30
HAL,Trading Window,https://nsearchives.nseindia.com/corporate/HAL_30032026161411_TradingWindow_31032026.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-30 16:14:19+05:30
TVSMOTOR,Press Release,https://nsearchives.nseindia.com/corporate/TVSMOTOR_30032026161901_TVSMBSENSEPRESSRELEASE_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated March 30, 2026, titled ""All-New 2026 TVS Apache RTR 160 4V - India s Most Powerful 160cc Motorcycle, Now Gets Projector Headlamp Across Variants"".",2026-03-30 16:19:40+05:30
SHRIRAMFIN,Trading Window,https://nsearchives.nseindia.com/corporate/Mathew_30032026172156_BSENSETradingWindowClosure_March_26.pdf,"Shriram Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-30 17:22:10+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_30032026173416_siged.pdf,"Coal India Limited has informed the Exchange about General Updates-Disclosure under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations )   Initial public offering ( IPO ) of equity shares of face value &#8377; 2 each ( Equity Shares ) of Central Mine Planning & Design Institute Limited, a subsidiary of Coal India Limited ( Company )",2026-03-30 17:34:24+05:30
PFC,General Updates,https://nsearchives.nseindia.com/corporate/PFC2023_30032026174928_INTIMATION30032026SIGNED.pdf,Transfer of South Kalamb Power Transmission Limited (wholly owned subsidiary of PFC Consulting Limited) (wholly owned subsidiary of Power Finance Corporation Limited).,2026-03-30 17:49:53+05:30
JIOFIN,Trading Window,https://nsearchives.nseindia.com/corporate/JIOFINANCIAL_30032026181716_JFSL.pdf,"Jio Financial Services Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-30 18:18:24+05:30
AMBUJACEM,News Verification,-,The Exchange has sought clarification from Ambuja Cements Limited with respect to recent news item captioned Ambuja Cements-Penna Cement Merger Gets Green Light from NCLT Ahmedabad..  The response from the Company is awaited.,2026-03-30 18:18:08+05:30
CIPLA,Change in Management,https://nsearchives.nseindia.com/corporate/CIPLA_30032026181839_Signed_SMP_intimation_30_March_2026.pdf,Cipla Limited has informed the Exchange about change in Management,2026-03-30 18:19:23+05:30
DLF,General Updates,https://nsearchives.nseindia.com/corporate/DLF_30032026182323_Letter.pdf,Update on intimation(s) submitted on 16th April 2025 and 3rd February 2026,2026-03-30 18:24:05+05:30
CIPLA,Resignation,https://nsearchives.nseindia.com/corporate/CIPLA_30032026182231_Signed_SMP_intimation_30_March_2026.pdf,"Cipla Limited has informed the Exchange regarding Resignation of  Mr. Umang Vohra  as Managing Director & CEO of the company w.e.f. April 01, 2026.",2026-03-30 18:22:55+05:30
MOTHERSON,Trading Window,https://nsearchives.nseindia.com/corporate/MOTHERSON_30032026183600_Disclosure-Closure_of_Trading_Window.pdf,"Samvardhana Motherson International Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-30 18:36:20+05:30
DMART,Updates,https://nsearchives.nseindia.com/corporate/DMART_30032026183904_ASLInitmationStoreOpening30032026.pdf,Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,2026-03-30 18:39:35+05:30
DMART,Updates,https://nsearchives.nseindia.com/corporate/DMART_30032026184551_RedemptionofCP_30032026.pdf,Avenue Supermarts Limited has informed the Exchange regarding 'Redemption of Commercial Paper'.,2026-03-30 18:51:18+05:30
KOTAKBANK,General Updates,https://nsearchives.nseindia.com/corporate/Kotakmahindrabank_30032026191531_SEIntimationIntPay30032026.pdf,Kotak Mahindra Bank Limited has informed the Exchange about General Updates,2026-03-30 19:15:41+05:30
LODHA,Appointment,https://nsearchives.nseindia.com/corporate/LODHA_30032026191854_LDL_Change_in_Statutory_Auditor_30032026.pdf,"Lodha Developers Limited has informed the Exchange regarding Appointment of Ms Walker Chandiok & Co., LLP as Other of the company.",2026-03-30 19:20:47+05:30
PNB,General Updates,https://nsearchives.nseindia.com/corporate/pnb2_30032026191440_Intimation_Change_in_Interest_Rate_30032026_DS.pdf,Punjab National Bank has informed the Exchange about Change in Interest Rates,2026-03-30 19:17:34+05:30
LODHA,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/LODHA_30032026191543_LDL_Change_in_Statutory_Auditor_30032026.pdf,"Lodha Developers Limited has informed the Exchange regarding appointment of Ms Walker Chandiok and Co., LLP as the Statutory Auditor of the Company",2026-03-30 19:16:38+05:30
SBIN,Shareholders meeting,https://nsearchives.nseindia.com/corporate/SBIN_30032026194307_VR_SR_30032026.pdf,"State Bank of India has submitted Scrutinizers report and voting results of  General Meeting held on March 27, 2026",2026-03-30 19:44:26+05:30
ADANIPORTS,Trading Window,https://nsearchives.nseindia.com/corporate/rkbhagia_30032026195413_SEINTIMATION.pdf,"Adani Ports and Special Economic Zone Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-30 19:54:37+05:30
ADANIENT,Acquisition,https://nsearchives.nseindia.com/corporate/ADANIENT_30032026200605_AELIntimationAcqofSkyiwave30032026.pdf,"Adani Enterprises Limited has informed the Exchange about Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015.",2026-03-30 20:06:11+05:30
TORNTPHARM,General Updates,https://nsearchives.nseindia.com/corporate/TORNTPHARM_30032026200819_SE_Intimation_-_UNM_Share_Transfer.pdf,Torrent Pharmaceuticals Limited has informed the Exchange about General Updates,2026-03-30 20:08:31+05:30
BANKBARODA,General Updates,https://nsearchives.nseindia.com/corporate/BANKBARODA_30032026205023_SEAccounts1.pdf,Bank Of Baroda has informed the Exchange about Disclosure under Regulation 30,2026-03-30 20:50:31+05:30
BHARTIARTL,Press Release,https://nsearchives.nseindia.com/corporate/BHARTIARTL_30032026205429_BhartiAirtelReg30DisclosureNxtraMarch30.pdf,"Bharti Airtel Limited has informed the Exchange regarding a press release dated March 30, 2026, titled ""Airtel Announces US$1 Billion Investment in Nxtra Led by Alpha Wave Global and Existing Investor Carlyle. Bharti Airtel Will Also Participate"".",2026-03-30 20:56:05+05:30
AMBUJACEM,Scheme of Arrangement,https://nsearchives.nseindia.com/corporate/AMBUJACEM_30032026210310_ACL_Intimation_30032026.pdf,Ambuja Cements Limited has informed the Exchange about Sanction of Scheme of Arrangement between Penna Cement Industries Limited and Ambuja Cements Limited and their respective shareholders.,2026-03-30 21:04:26+05:30
BHARTIARTL,Acquisition,https://nsearchives.nseindia.com/corporate/BHARTIARTL_30032026210037_BhartiAirtelReg30DisclosureNxtraMarch30.pdf,Bharti Airtel Limited has informed the Exchange about Acquisition,2026-03-30 21:00:52+05:30
BANKBARODA,General Updates,https://nsearchives.nseindia.com/corporate/BANKBARODA_30032026205801_SEtreasury.pdf,Bank Of Baroda has informed the Exchange about Disclosure under Regulation 30,2026-03-30 20:58:07+05:30
BANKBARODA,General Updates,https://nsearchives.nseindia.com/corporate/BANKBARODA_30032026211052_SEAccounts2.pdf,Bank Of Baroda has informed the Exchange about Disclosure under Regulation 30,2026-03-30 21:11:02+05:30
AXISBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/AXISBANK1_30032026211731_SE30032026.pdf,Axis Bank Limited has informed the Exchange regarding Allotment of 253894  Shares.,2026-03-30 21:18:02+05:30
TATASTEEL,Acquisition,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_30032026212421_BSENSE.pdf,Tata Steel Limited has informed the Exchange about acquisition of entire stake in Medica TS Hospital Private Limited,2026-03-30 21:25:27+05:30
BANKBARODA,General Updates,https://nsearchives.nseindia.com/corporate/BANKBARODA_30032026212557_SEclarification.pdf,Bank Of Baroda has informed the Exchange about clarification on News Item appearing In Media/Publication,2026-03-30 21:26:04+05:30
DIVISLAB,Trading Window,https://nsearchives.nseindia.com/corporate/DIVISLAB_31032026095755_Intimation_TradingWindowClosure_31032026.pdf,"Divi's Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 09:58:04+05:30
NTPC,Updates,https://nsearchives.nseindia.com/corporate/NTPC_31032026104840_20260331_STEX_NGELCOD.pdf,"NTPC Limited has informed the Exchange regarding 'Declaration Of COD Of NTPC Renewable Energy Limited, a stepdown subsidiary of NTPC Limited through its subsidiary NTPC Green Energy Limited.'.",2026-03-31 10:48:48+05:30
BAJAJ-AUTO,Credit Rating,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_31032026105125_SE_-_BACL_Credit_Rating_30_March_2026.pdf,Bajaj Auto Limited has informed the Exchange about Credit Rating,2026-03-31 10:51:35+05:30
NAUKRI,Trading Window,https://nsearchives.nseindia.com/corporate/NAUKRI2_31032026115430_IEIL_ClosureofTradingWindow_March2026.pdf,"Info Edge (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 11:57:45+05:30
ASIANPAINT,Amalgamation/Merger,https://nsearchives.nseindia.com/corporate/ASIANPAINT_31032026120830_Reg_30_AP_Polymers__amalgamation_order_post_receipt_of_certified_final.pdf,"This is in continuation to our letter bearing reference no. APL/SEC/57/2025-26/28 dated                     10th  March 2026, wherein it was informed that Hon ble National Company Law Tribunal, had sanctioned the Scheme of Amalgamation of Asian Paints (Polymers) Private Limited ( Transferor Company  or  AP Polymers ), a wholly owned subsidiary of Asian Paints Limited ( Transferee Company  or  Company ), with the Company ( Scheme of Amalgamation ).We wish to inform you that the Transferor Company and the Transferee Company have, today, i.e. 31st March 2026, filed the certified true copy of the Order sanctioning the Scheme of Amalgamation ( Order ) with the Registrar of Companies, Mumbai, Maharashtra ( Registrar ). Accordingly, the Effective Date of the Scheme of Amalgamation is 31st March 2026, and upon filing of the said Order with the Registrar, the Transferor Company stands dissolved without winding up.",2026-03-31 12:09:04+05:30
BHARTIARTL,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/BHARTIARTL_31032026122149_BhartiAirtel_-Reg_30_disclosure.pdf,Bharti Airtel Limited has informed the Exchange about Action(s) taken or orders passed,2026-03-31 12:22:24+05:30
ADANIPOWER,Trading Window,https://nsearchives.nseindia.com/corporate/ADANIPOWER_31032026131001_APLClosureofTradingWindow31032026.pdf,"Adani Power Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 13:10:13+05:30
RELIANCE,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/kavinavora_31032026130600_RIL_SE_31032026.pdf,"Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 is attached.",2026-03-31 13:07:34+05:30
ADANIENSOL,General Updates,https://nsearchives.nseindia.com/corporate/ADANITRANS_31032026131815_AESL_South_Kalamb_Acquisition.pdf,Adani Energy Solutions Limited has informed the Exchange about execution of Share Purchase Agreement for Acquiring of 100% Equity Shares of South Kalamb Power Transmission Limited,2026-03-31 13:18:31+05:30
TVSMOTOR,Trading Window,https://nsearchives.nseindia.com/corporate/TVSMOTOR_31032026145539_NSEBSEIntimation_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 14:55:55+05:30
GRASIM,General Updates,https://nsearchives.nseindia.com/corporate/GRASIM_31032026145251_SEIntimation.pdf,Change in Senior Management Personnel of the Company,2026-03-31 14:53:03+05:30
TECHM,Trading Window,https://nsearchives.nseindia.com/corporate/Apekshakhemka_31032026150821_TML_BM_Prior_Intimation_TWC_Q4.pdf,"Tech Mahindra Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 15:08:43+05:30
JINDALSTEL,Trading Window,https://nsearchives.nseindia.com/corporate/JINDALSTEL_31032026152048_stx_310326_signed.pdf,"JINDAL STEEL LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 15:21:09+05:30
INDIGO,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/Indigo1_31032026151913_SE_disclosure_31032026.pdf,"InterGlobe Aviation Limited has informed the Exchange regarding Outcome of Board Meeting held on March 31, 2026.",2026-03-31 15:19:31+05:30
INDIGO,Press Release,https://nsearchives.nseindia.com/corporate/Indigo1_31032026153024_SE_disclosure_31032026.pdf,"InterGlobe Aviation Limited has informed the Exchange regarding a press release dated March 31, 2026, titled ""Press Release regarding appointment of CEO"".",2026-03-31 15:30:37+05:30
RELIANCE,Trading Window,https://nsearchives.nseindia.com/corporate/PVIVINMA_31032026160346_SEClosureofTradingWindowDecember_31032026.pdf,"Reliance Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 16:12:50+05:30
ZYDUSLIFE,Change in Management,https://nsearchives.nseindia.com/corporate/Cadilahc_31032026163136_SEIntimationSeniorMgmt31032026.pdf,Zydus Lifesciences Limited has informed the Exchange about change in Management,2026-03-31 16:32:23+05:30
APOLLOHOSP,General Updates,https://nsearchives.nseindia.com/corporate/APOLLOHOSP_31032026163344_SE_let_ACPL_AHL.pdf,Apollo Hospitals Enterprise Limited has informed the Exchange about General Updates,2026-03-31 16:39:42+05:30
WIPRO,Retirement,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_31032026164401_SE_Intimation.pdf,"Wipro Limited has informed the Exchange that pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Dr. Patrick J. Ennis (DIN: 07463299) and Mr. Patrick Dupuis (DIN: 07480046), Independent Directors will retire from the Company''s Board of Directors, with effect from close of business hours on March 31, 2026, after completion of their tenure under Section 149(11) of the Companies Act, 2013. Consequent to the aforesaid retirement, the Nomination and Remuneration Committee (also acts as Corporate Social Responsibility Committee) and Administrative and Shareholders/Investors Grievance Committee (Stakeholders Relationship Committee) have been re-constituted.",2026-03-31 16:44:41+05:30
WIPRO,Change in Director(s),https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_31032026165007_SEIntimation31032026.pdf,Wipro Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-03-31 16:53:30+05:30
VEDL,Appointment,https://nsearchives.nseindia.com/corporate/VEDL_31032026171804_VEDLSEIntimation31March2026Outcomesigned.pdf,"Vedanta Limited has informed the Exchange regarding Appointment of Mr S.V. Murali Dhar Rao as Non- Executive Independent Director of the company w.e.f. April 01, 2026.",2026-03-31 17:19:00+05:30
VEDL,Updates,https://nsearchives.nseindia.com/corporate/VEDL_31032026171850_VEDLSEIntimation31March2026Outcomesigned.pdf,"Vedanta Limited has informed the Exchange regarding 'Extension of timelines for fulfilment of the conditions precedent under the Composite Scheme of Arrangement between Vedanta Limited ( Demerged Company  or  Company ) and Vedanta Aluminium Metal Limited ( Resulting Company 1 ) and Talwandi Sabo Power Limited ( Resulting Company 2 ) and Malco Energy Limited ( Resulting Company 3 ) and Vedanta Iron and Steel Limited ( Resulting Company 4 ) and their respective shareholders and creditors under Sections 230 to 232 and other applicable provisions of the Companies Act, 2013 ( Scheme )'.",2026-03-31 17:19:00+05:30
VEDL,Cessation,https://nsearchives.nseindia.com/corporate/VEDL_31032026171829_VEDLSEIntimation31March2026Outcomesigned.pdf,"Vedanta Limited has informed the Exchange regarding Cessation of Mr Dindayal Jalan as Non- Executive Independent Director of the company w.e.f. April 01, 2026.",2026-03-31 17:19:00+05:30
ADANIPOWER,Credit Rating,https://nsearchives.nseindia.com/corporate/ADANIPOWER_31032026171624_APLCRISILReaffirmsRatings31032026.pdf,Adani Power Limited has informed the Exchange about Credit Rating,2026-03-31 17:16:32+05:30
MARUTI,General Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_31032026173800_STxIntimation_HaryanaGSTAuthority_31March2026.pdf,"Maruti Suzuki India Limited has informed the Exchange about Intimation under Regulation 30 of SEBI (Listing Obligations & Disclosure Requirements) Regulations, 2015",2026-03-31 17:39:58+05:30
DLF,Trading Window,https://nsearchives.nseindia.com/corporate/DLF_31032026174107_Letter.pdf,"DLF Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 17:41:29+05:30
ADANIENT,Incorporation,https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_31032026175222_AELintimationADANIMETALSANDMINERALSFZCO31032026.pdf,"Adani Enterprises Limited has informed the Exchange about Adani Global FZE, a UAE based step down wholly owned subsidiary has incorporated a wholly owned subsidiary namely  ADANI METALS AND MINERALS FZCO  in UAE",2026-03-31 17:52:28+05:30
SOLARINDS,Appointment,https://nsearchives.nseindia.com/corporate/SOLARINDS_31032026182558_Appt_of_KK_SD.pdf,"Solar Industries India Limited has informed the Exchange regarding Appointment of Mr Kirit Ramesh Kamdar as Non- Executive Independent Director of the company w.e.f. April 01, 2026.",2026-03-31 18:26:39+05:30
LT,General Updates,https://nsearchives.nseindia.com/corporate/PAM_31032026183506_SuFinIntimation31032026.pdf,"Larsen & Toubro Limited has informed the Exchange about Update on transfer of L&T Sufin business to Sufin Limited, wholly owned Subsidiary of the Company, pursuant to Business Transfer Agreement (BTA) executed on February 24, 2026.",2026-03-31 18:36:11+05:30
BRITANNIA,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/BRITANNIA1_31032026185859_Intimation_signed.pdf,"Britannia Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on 31st March, 2026.",2026-03-31 18:59:46+05:30
WIPRO,Amalgamation/Merger,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_31032026185711_Reg30SEIntimation31032026.pdf,"Wipro Limited has informed that pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, merger of Rizing Consulting USA, LLC (step-down subsidiary) with Rizing LLC (step-down subsidiary) is completed and is effective from March 31, 2026 (Eastern Time).",2026-03-31 18:57:48+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_31032026190630_Release31March2026.pdf,"HCL Technologies Limited has informed the Exchange regarding 'Release   ""HCLTech and CrowdStrike expand strategic partnership with AIpowered Continuous Threat Exposure Management Services.""",2026-03-31 19:07:58+05:30
HAL,Press Release,https://nsearchives.nseindia.com/corporate/HAL_31032026190953_Media_Release_31032026.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding a press release dated March 31, 2026, titled ""FY 2025-26: HAL Registers Revenue of Rs. 32,250 Crores, Sustains Growth MomentumAmid Global Disruptions"".",2026-03-31 19:11:49+05:30
ULTRACEMCO,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_31032026190936_GST_Order.pdf,"UltraTech Cement Limited has informed the Exchange about Order passed by Additional Commissioner, Central Goods and Services Tax, Dehradun, Uttarakhand",2026-03-31 19:09:54+05:30
DMART,Updates,https://nsearchives.nseindia.com/corporate/DMART_31032026191120_ASLInitmationStoreOpening31032026.pdf,Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,2026-03-31 19:11:57+05:30
UNITDSPR,Trading Window,https://nsearchives.nseindia.com/corporate/MCDOWELL_31032026191628_TWC_intimation_Q4FY26SD.pdf,"United Spirits Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-31 19:16:48+05:30
POWERGRID,Change in Management,https://nsearchives.nseindia.com/corporate/POWERGRID1_31032026192312_BSENSEReg30EDs31032026.pdf,Power Grid Corporation of India Limited has informed the Exchange about change in Senior Management (Cessation).,2026-03-31 19:23:23+05:30
SBILIFE,Shareholders meeting,https://nsearchives.nseindia.com/corporate/SBILIFE_31032026200046_SE31032026_signed.pdf,"SBI Life Insurance Company Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",2026-03-31 20:01:42+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_31032026205830_SEfiling_Reg30_disclosure_31032026.pdf,Infosys Limited has informed the Exchange regarding 'Disclosure Under Regulation 30 Of SEBI LODR Regulations'.,2026-03-31 20:58:43+05:30
BEL,Press Release,https://nsearchives.nseindia.com/corporate/BEL_31032026212942_Order_Press_Release_SIGNED.pdf,"Bharat Electronics Limited has informed the Exchange regarding a press release dated March 31, 2026, titled ""BEL receives orders worth Rs . 6795Crore"".",2026-03-31 21:29:52+05:30
ADANIENT,Diversification/Disinvestment,https://nsearchives.nseindia.com/corporate/kuntal_chandya_adani_com_31032026231427_Intimation_Sale_of_stake_by_AAFL_in_Vishakha_final.pdf,Intimation regarding divestment of an associate company by a wholly ownedsubsidiary of the Company.,2026-03-31 23:15:02+05:30
PNB,Change in Management,https://nsearchives.nseindia.com/corporate/pnb2_31032026233449_Intimation_Change_in_Management_31032026_DS.pdf,Punjab National Bank has informed the Exchange about change in Management,2026-03-31 23:36:55+05:30
ADANIPORTS,Updates,https://nsearchives.nseindia.com/corporate/rkbhagia_01042026004450_Apsez01042026.pdf,"Adani Ports and Special Economic Zone Limited has informed the Exchange regarding 'APSEZ Crosses 500 Million Tonnes Cargo Milestone, Reinforcing Its Role in India s Growth Story'.",2026-04-01 00:45:04+05:30
